id,materialId,judulMateri,mode,indicator,difficulty,difficultyLabel,questionType,question,optA,optB,optC,optD,optE,correct,hint1,hint2,hint3,explanation,remedialMaterialId
M1A-F01-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I2,3,Sulit,PG,Sebuah barang seharga Rp450.000 mendapat diskon 40%. Besar diskon barang tersebut adalah ....,Rp450.000,Rp180.000,Rp90.000,Rp270.000,Rp202.500,B,Diskon 40% dihitung dari harga awal Rp450.000.,Kalikan 40% dengan Rp450.000 untuk memperoleh besar potongan.,,Besar diskon = 40% × Rp450.000 = Rp180.000.,R1
M1A-F02-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I2,3,Sulit,PG,Sebuah barang seharga Rp250.000 mendapat diskon 18%. Besar diskon barang tersebut adalah ....,Rp205.000,Rp45.000,Rp22.500,Rp250.000,Rp57.500,B,Diskon 18% dihitung dari harga awal Rp250.000.,Kalikan 18% dengan Rp250.000 untuk memperoleh besar potongan.,,Besar diskon = 18% × Rp250.000 = Rp45.000.,R1
M1A-F02-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I2,3,Sulit,PG,"Sebuah barang seharga Rp400.000 mendapat diskon 7,5%. Besar diskon barang tersebut adalah ....",Rp400.000,Rp370.000,Rp15.000,Rp30.000,Rp50.000,D,"Diskon 7,5% dihitung dari harga awal Rp400.000.","Kalikan 7,5% dengan Rp400.000 untuk memperoleh besar potongan.",,"Besar diskon = 7,5% × Rp400.000 = Rp30.000.",R1
M1A-F02-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I2,3,Sulit,PG,Sebuah barang seharga Rp350.000 mendapat diskon 22%. Besar diskon barang tersebut adalah ....,Rp273.000,Rp94.500,Rp350.000,Rp38.500,Rp77.000,E,Diskon 22% dihitung dari harga awal Rp350.000.,Kalikan 22% dengan Rp350.000 untuk memperoleh besar potongan.,,Besar diskon = 22% × Rp350.000 = Rp77.000.,R1
M1A-F03-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,"Sebuah barang seharga Rp360.000 mendapat diskon 27,5%. Harga setelah diskon adalah ....",Rp360.000,Rp99.000,Rp310.500,Rp261.000,Rp243.000,D,"Cari dahulu besar diskon 27,5% dari Rp360.000.","Setelah besar diskon diperoleh, kurangkan dari harga awal Rp360.000.",,"Diskon = 27,5% × Rp360.000 = Rp99.000. Harga akhir = Rp360.000 − Rp99.000 = Rp261.000.",R1
M1A-F03-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,"Sebuah barang seharga Rp480.000 mendapat diskon 18,75%. Harga setelah diskon adalah ....",Rp480.000,Rp90.000,Rp435.000,Rp366.000,Rp390.000,E,"Cari dahulu besar diskon 18,75% dari Rp480.000.","Setelah besar diskon diperoleh, kurangkan dari harga awal Rp480.000.",,"Diskon = 18,75% × Rp480.000 = Rp90.000. Harga akhir = Rp480.000 − Rp90.000 = Rp390.000.",R1
M1A-F03-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp650.000 mendapat diskon 32%. Harga setelah diskon adalah ....,Rp442.000,Rp546.000,Rp208.000,Rp650.000,Rp409.500,A,Cari dahulu besar diskon 32% dari Rp650.000.,"Setelah besar diskon diperoleh, kurangkan dari harga awal Rp650.000.",,Diskon = 32% × Rp650.000 = Rp208.000. Harga akhir = Rp650.000 − Rp208.000 = Rp442.000.,R1
M1A-F04-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp280.000 mendapat diskon 15%. Harga setelah diskon adalah ....,Rp259.000,Rp280.000,Rp238.000,Rp42.000,Rp224.000,C,Cari dahulu besar diskon 15% dari Rp280.000.,"Setelah besar diskon diperoleh, kurangkan dari harga awal Rp280.000.",,Diskon = 15% × Rp280.000 = Rp42.000. Harga akhir = Rp280.000 − Rp42.000 = Rp238.000.,R1
M1A-F04-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp150.000 mendapat diskon 20%. Harga setelah diskon adalah ....,Rp150.000,Rp30.000,Rp135.000,Rp112.500,Rp120.000,E,Cari dahulu besar diskon 20% dari Rp150.000.,"Setelah besar diskon diperoleh, kurangkan dari harga awal Rp150.000.",,Diskon = 20% × Rp150.000 = Rp30.000. Harga akhir = Rp150.000 − Rp30.000 = Rp120.000.,R1
M1A-F04-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp75.000 mendapat diskon 18%. Harga setelah diskon adalah ....,Rp68.250,Rp61.500,Rp75.000,Rp13.500,Rp57.750,B,Cari dahulu besar diskon 18% dari Rp75.000.,"Setelah besar diskon diperoleh, kurangkan dari harga awal Rp75.000.",,Diskon = 18% × Rp75.000 = Rp13.500. Harga akhir = Rp75.000 − Rp13.500 = Rp61.500.,R1
M1A-F05-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Harga akhir sebuah barang setelah diskon 28% adalah Rp252.000. Harga awal barang tersebut adalah ....,Rp350.000,Rp252.000,Rp420.560,Rp315.000,Rp322.560,A,"Jika diskon 28%, harga akhir adalah 72% dari harga awal.",Gunakan harga awal = Rp252.000 ÷ 72%.,,Rp252.000 adalah 72% dari harga awal. Harga awal = Rp252.000 ÷ 0.72 = Rp350.000.,R1
M1A-F05-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Harga akhir sebuah barang setelah diskon 25% adalah Rp337.500. Harga awal barang tersebut adalah ....,Rp450.000,Rp534.375,Rp337.500,Rp405.000,Rp421.875,A,"Jika diskon 25%, harga akhir adalah 75% dari harga awal.",Gunakan harga awal = Rp337.500 ÷ 75%.,,Rp337.500 adalah 75% dari harga awal. Harga awal = Rp337.500 ÷ 0.75 = Rp450.000.,R1
M1A-F05-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Harga akhir sebuah barang setelah diskon 40% adalah Rp216.000. Harga awal barang tersebut adalah ....,Rp446.400,Rp324.000,Rp360.000,Rp216.000,Rp302.400,C,"Jika diskon 40%, harga akhir adalah 60% dari harga awal.",Gunakan harga awal = Rp216.000 ÷ 60%.,,Rp216.000 adalah 60% dari harga awal. Harga awal = Rp216.000 ÷ 0.6 = Rp360.000.,R1
M1A-F06-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I3,3,Sulit,PG,Toko A menjual barang seharga Rp500.000 diskon 22%. Toko B menjual barang yang sama seharga Rp470.000 diskon 17%. Kesimpulan yang tepat adalah ....,Toko A lebih hemat Rp100,Toko B lebih hemat Rp100,Tidak dapat ditentukan,Keduanya sama,Toko B lebih hemat Rp30.000,A,"Hitung harga akhir masing-masing toko, jangan hanya melihat persen diskon.","Toko A = 78% × Rp500.000, Toko B = 83% × Rp470.000.",,Toko A = Rp390.000 dan Toko B = Rp390.100. Maka toko a lebih hemat rp100.,M1A/R1
M1A-F06-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I3,3,Sulit,PG,"Toko A menjual barang seharga Rp275.000 diskon 16%. Toko B menjual barang yang sama seharga Rp260.000 diskon 12,5%. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Keduanya sama,Toko B lebih hemat Rp3.500,Toko A lebih hemat Rp3.500,Toko B lebih hemat Rp15.000,C,"Hitung harga akhir masing-masing toko, jangan hanya melihat persen diskon.","Toko A = 84% × Rp275.000, Toko B = 87,5% × Rp260.000.",,Toko A = Rp231.000 dan Toko B = Rp227.500. Maka toko b lebih hemat rp3.500.,M1A/R1
M1A-F06-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I3,3,Sulit,PG,Toko A menjual barang seharga Rp600.000 diskon 40%. Toko B menjual barang yang sama seharga Rp540.000 diskon 32%. Kesimpulan yang tepat adalah ....,Tidak dapat ditentukan,Toko B lebih hemat Rp7.200,Toko A lebih hemat Rp7.200,Keduanya sama,Toko B lebih hemat Rp60.000,C,"Hitung harga akhir masing-masing toko, jangan hanya melihat persen diskon.","Toko A = 60% × Rp600.000, Toko B = 68% × Rp540.000.",,Toko A = Rp360.000 dan Toko B = Rp367.200. Maka toko a lebih hemat rp7.200.,M1A/R1
M1A-F07-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp300.000 mendapat diskon bertingkat 20% lalu 10%. Harga akhirnya adalah ....,Rp240.000,Rp270.000,Rp210.000,Rp84.000,Rp216.000,E,"Diskon kedua dihitung dari harga setelah diskon pertama, bukan dari harga awal.","Hitung dulu 20% dari Rp300.000, lalu hitung 10% dari harga baru.",,Setelah diskon pertama: Rp240.000. Setelah diskon kedua: Rp216.000.,M1A/R1
M1A-F07-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp400.000 mendapat diskon bertingkat 25% lalu 20%. Harga akhirnya adalah ....,Rp300.000,Rp220.000,Rp240.000,Rp160.000,Rp320.000,C,"Diskon kedua dihitung dari harga setelah diskon pertama, bukan dari harga awal.","Hitung dulu 25% dari Rp400.000, lalu hitung 20% dari harga baru.",,Setelah diskon pertama: Rp300.000. Setelah diskon kedua: Rp240.000.,M1A/R1
M1A-F07-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah barang seharga Rp500.000 mendapat diskon bertingkat 30% lalu 15%. Harga akhirnya adalah ....,Rp202.500,Rp425.000,Rp275.000,Rp350.000,Rp297.500,E,"Diskon kedua dihitung dari harga setelah diskon pertama, bukan dari harga awal.","Hitung dulu 30% dari Rp500.000, lalu hitung 15% dari harga baru.",,Setelah diskon pertama: Rp350.000. Setelah diskon kedua: Rp297.500.,M1A/R1
M1A-F08-SL-V01,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,"Nadia membeli dua barang: Barang A seharga Rp350.000 diskon 30%, dan Barang B seharga Rp280.000 diskon 20%. Total harga yang harus dibayar Nadia adalah ....",Rp497.000,Rp630.000,Rp469.000,Rp441.000,Rp525.000,C,Hitung harga akhir masing-masing barang secara terpisah.,"Barang A membayar 70%, Barang B membayar 80%.",,"Barang A = Rp245.000, Barang B = Rp224.000. Total = Rp469.000.",R1/R2
M1A-F08-SL-V02,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,"Sebuah barang seharga Rp90.000 mendapat promo diskon 50%, tetapi potongan maksimal hanya Rp40.000. Harga akhir barang tersebut adalah ....",Rp40.000,Rp50.000,Rp45.000,Rp90.000,Rp54.000,B,"Hitung diskon 50% terlebih dahulu, lalu perhatikan batas maksimal potongan.","Jika diskon hitungan melebihi potongan maksimal, gunakan potongan maksimal.",,"50% × Rp90.000 = Rp45.000, tetapi maksimal Rp40.000. Harga akhir = Rp50.000.",M1A/R1
M1A-F08-SL-V03,M1A,Diskon dan Harga Akhir,PRACTICE,I1,3,Sulit,PG,Sebuah jaket seharga Rp600.000 mendapat diskon bertingkat 20% lalu 25%. Hasan memiliki uang Rp350.000. Kesimpulan yang tepat adalah ....,Hasan kurang Rp10.000,Hasan cukup dan sisa Rp20.000,Hasan kurang Rp20.000,Hasan cukup dan sisa Rp10.000,Hasan kurang Rp130.000,A,Hitung harga akhir setelah dua diskon bertingkat terlebih dahulu.,"Setelah diskon 20%, lanjutkan diskon 25% dari harga baru.",,"Harga akhir = Rp360.000. Uang Hasan Rp350.000, maka kurang Rp10.000.",M1A/R1/R2
M1A-PRE-SL-V01,M1A,Diskon dan Harga Akhir,PRETEST,I2,3,Sulit,PG,Sebuah barang seharga Rp300.000 mendapat diskon 20%. Besar diskon barang tersebut adalah ....,Rp30.000,Rp240.000,Rp60.000,Rp300.000,Rp75.000,C,,,,Besar diskon = 20% × Rp300.000 = Rp60.000.,R1
M1B-POST-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",POSTTEST,I3,1,Mudah,PG,Harga barang Rp100.000 mendapat diskon 20%. Setelah itu dikenakan PPN 11%. Total yang benar adalah ....,Rp93.800,Rp80.000,Rp88.800,Rp108.800,Rp97.600,C,,,,Subtotal = Rp80.000. PPN = Rp8.800. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp88.800.,R1/R2
M1B-F09-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga sebuah buku adalah Rp80.000. Jika ongkirnya Rp12.000, maka total yang harus dibayar adalah ....",Rp92.000,Rp96.000,Rp68.000,Rp80.000,Rp104.000,A,"Ongkir adalah biaya tambahan, bukan potongan.",Tambahkan harga barang dengan ongkir.,,Total bayar = Rp80.000 + Rp12.000 = Rp92.000.,R2
M1B-F09-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I2,1,Mudah,PG,Harga barang Rp100.000 dikenakan biaya layanan 2%. Total setelah biaya layanan adalah ....,Rp100.000,Rp98.000,Rp120.000,Rp102.000,Rp104.000,D,Biaya layanan 2% adalah tambahan dari harga barang.,Hitung 2% × Rp100.000 lalu tambahkan.,,Biaya layanan = Rp2.000. Total = Rp102.000.,R1/R2
M1B-F09-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I2,1,Mudah,PG,Harga barang Rp150.000 dikenakan PPN 11%. Total harga setelah PPN adalah ....,Rp161.000,Rp150.000,Rp166.500,Rp156.500,Rp183.000,C,PPN adalah tambahan dari harga barang.,Hitung 11% × Rp150.000 lalu tambahkan.,,PPN = Rp16.500. Total = Rp166.500.,R1/R2
M1B-F10-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I2,1,Mudah,PG,Harga barang Rp100.000 dikenakan PPN 11%. Total setelah PPN adalah ....,Rp11.000,Rp121.000,Rp100.000,Rp111.000,Rp122.000,D,PPN 11% dihitung dari Rp100.000.,PPN = 11% × Rp100.000.,,Subtotal = Rp100.000. PPN = Rp11.000. Total = Rp111.000.,R1/R2
M1B-F10-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I2,1,Mudah,PG,Harga barang Rp200.000 dikenakan PPN 11%. Total setelah PPN adalah ....,Rp22.000,Rp200.000,Rp232.000,Rp222.000,Rp244.000,D,PPN 11% dihitung dari Rp200.000.,PPN = 11% × Rp200.000.,,Subtotal = Rp200.000. PPN = Rp22.000. Total = Rp222.000.,R1/R2
M1B-F10-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I2,1,Mudah,PG,Harga barang Rp80.000 dikenakan PPN 11%. Total setelah PPN adalah ....,Rp80.000,Rp88.800,Rp8.800,Rp98.800,Rp97.600,B,PPN 11% dihitung dari Rp80.000.,PPN = 11% × Rp80.000.,,Subtotal = Rp80.000. PPN = Rp8.800. Total = Rp88.800.,R1/R2
M1B-F11-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,Harga barang Rp100.000. Setelah itu dikenakan biaya layanan 2%. Total bayar adalah ....,Rp2.000,Rp100.000,Rp102.000,Rp107.000,Rp104.000,C,Tentukan subtotal sebelum menghitung biaya layanan.,"Biaya layanan dihitung dari Rp100.000, lalu tambahkan biaya lain jika ada.",,Subtotal = Rp100.000. Biaya layanan = Rp2.000. Total bayar = Rp102.000.,R1/R2
M1B-F11-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,Harga barang Rp150.000. Setelah itu dikenakan biaya layanan 4%. Total bayar adalah ....,Rp156.000,Rp150.000,Rp161.000,Rp6.000,Rp162.000,A,Tentukan subtotal sebelum menghitung biaya layanan.,"Biaya layanan dihitung dari Rp150.000, lalu tambahkan biaya lain jika ada.",,Subtotal = Rp150.000. Biaya layanan = Rp6.000. Total bayar = Rp156.000.,R1/R2
M1B-F11-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp80.000. Setelah itu dikenakan biaya layanan 2,5%. Total bayar adalah ....",Rp80.000,Rp2.000,Rp84.000,Rp87.000,Rp82.000,E,Tentukan subtotal sebelum menghitung biaya layanan.,"Biaya layanan dihitung dari Rp80.000, lalu tambahkan biaya lain jika ada.",,Subtotal = Rp80.000. Biaya layanan = Rp2.000. Total bayar = Rp82.000.,R1/R2
M1B-F12-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,Harga barang Rp80.000 dan ongkir Rp15.000. Total bayar adalah ....,Rp95.000,Rp110.000,Rp85.000,Rp80.000,Rp111.000,A,Ongkir ditambahkan di akhir setelah subtotal dan biaya lain dihitung.,Subtotal = Rp80.000; biaya tambahan = Rp0; ongkir = Rp15.000.,,Total bayar = Rp80.000 + Rp0 + Rp15.000 = Rp95.000.,R2
M1B-F12-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,Harga barang Rp120.000 mendapat diskon 25% dan ongkir Rp20.000. Total bayar adalah ....,Rp90.000,Rp100.000,Rp140.000,Rp110.000,Rp130.000,D,Ongkir ditambahkan di akhir setelah subtotal dan biaya lain dihitung.,Subtotal = Rp90.000; biaya tambahan = Rp0; ongkir = Rp20.000.,,Total bayar = Rp90.000 + Rp0 + Rp20.000 = Rp110.000.,R2
M1B-F12-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,Harga barang Rp200.000 dan ongkir Rp18.000. Total bayar adalah ....,Rp218.000,Rp200.000,Rp208.000,Rp236.000,Rp174.400,A,Ongkir ditambahkan di akhir setelah subtotal dan biaya lain dihitung.,Subtotal = Rp200.000; biaya tambahan = Rp0; ongkir = Rp18.000.,,Total bayar = Rp200.000 + Rp0 + Rp18.000 = Rp218.000.,R2
M1B-F13-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp100.000 mendapat voucher Rp20.000. Setelah voucher, dikenakan biaya layanan 2%. Total bayar adalah ....",Rp80.000,Rp81.600,Rp86.600,Rp101.600,Rp83.200,B,Voucher dikurangkan sebelum biaya layanan dihitung.,Biaya layanan 2% dihitung dari Rp80.000.,,Subtotal = Rp80.000. Biaya layanan = Rp1.600. Total = Rp81.600.,R1/R2
M1B-F13-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp150.000 mendapat voucher Rp30.000. Setelah voucher, dikenakan biaya layanan 5%. Total bayar adalah ....",Rp156.000,Rp131.000,Rp120.000,Rp126.000,Rp132.000,D,Voucher dikurangkan sebelum biaya layanan dihitung.,Biaya layanan 5% dihitung dari Rp120.000.,,Subtotal = Rp120.000. Biaya layanan = Rp6.000. Total = Rp126.000.,R1/R2
M1B-F13-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp200.000 mendapat voucher Rp50.000. Setelah voucher, dikenakan biaya layanan 3%. Total bayar adalah ....",Rp159.000,Rp150.000,Rp159.500,Rp204.500,Rp154.500,E,Voucher dikurangkan sebelum biaya layanan dihitung.,Biaya layanan 3% dihitung dari Rp150.000.,,Subtotal = Rp150.000. Biaya layanan = Rp4.500. Total = Rp154.500.,R1/R2
M1B-F14-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp100.000 mendapat diskon 10%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp10.000. Total bayar adalah ....",Rp109.900,Rp99.900,Rp90.000,Rp119.900,Rp100.000,A,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp90.000.",,Subtotal = Rp90.000. PPN = Rp9.900. Total = Rp90.000 + Rp9.900 + Rp10.000 = Rp109.900.,R1/R2
M1B-F14-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp200.000 mendapat diskon 20%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp15.000. Total bayar adalah ....",Rp217.600,Rp177.600,Rp160.000,Rp192.600,Rp175.000,D,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp160.000.",,Subtotal = Rp160.000. PPN = Rp17.600. Total = Rp160.000 + Rp17.600 + Rp15.000 = Rp192.600.,R1/R2
M1B-F14-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp150.000 mendapat diskon 10%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp12.000. Total bayar adalah ....",Rp135.000,Rp147.000,Rp164.850,Rp149.850,Rp161.850,E,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp135.000.",,Subtotal = Rp135.000. PPN = Rp14.850. Total = Rp135.000 + Rp14.850 + Rp12.000 = Rp161.850.,R1/R2
M1B-F15-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I3,1,Mudah,PG,Harga barang Rp100.000 mendapat diskon 20%. Setelah itu dikenakan PPN 11%. Total yang benar adalah ....,Rp93.800,Rp80.000,Rp88.800,Rp108.800,Rp97.600,C,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp80.000.,,Subtotal = Rp80.000. PPN = Rp8.800. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp88.800.,R1/R2
M1B-F15-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I3,1,Mudah,PG,Harga barang Rp200.000 mendapat voucher Rp50.000. Setelah itu dikenakan biaya layanan 2%. Total yang benar adalah ....,Rp203.000,Rp150.000,Rp158.000,Rp156.000,Rp153.000,E,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp150.000.,,Subtotal = Rp150.000. PPN = Rp0. Biaya layanan = Rp3.000. Ongkir = Rp0. Total = Rp153.000.,R1/R2
M1B-F15-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I3,1,Mudah,PG,Harga barang Rp120.000 mendapat diskon 25%. Setelah itu dikenakan biaya layanan 5%. Total yang benar adalah ....,Rp99.500,Rp124.500,Rp90.000,Rp94.500,Rp99.000,D,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp90.000.,,Subtotal = Rp90.000. PPN = Rp0. Biaya layanan = Rp4.500. Ongkir = Rp0. Total = Rp94.500.,R1/R2
M1B-F16-MD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp80.000 mendapat voucher Rp10.000, biaya layanan 2%, dan ongkir Rp12.000. Total bayar adalah ....",Rp95.400,Rp92.000,Rp70.000,Rp71.400,Rp83.400,E,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp70.000.,,Subtotal = Rp70.000. PPN = Rp0. Biaya layanan = Rp1.400. Ongkir = Rp12.000. Total = Rp83.400.,R1/R2
M1B-F16-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp120.000 mendapat diskon 20%, dikenakan PPN 11%, dan ongkir Rp10.000. Total bayar adalah ....",Rp106.560,Rp96.000,Rp130.000,Rp116.560,Rp126.560,D,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp96.000.,,Subtotal = Rp96.000. PPN = Rp10.560. Biaya layanan = Rp0. Ongkir = Rp10.000. Total = Rp116.560.,R1/R2
M1B-F16-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,1,Mudah,PG,"Harga barang Rp150.000, biaya layanan 3%, dan ongkir Rp15.000. Total bayar adalah ....",Rp154.500,Rp150.000,Rp165.000,Rp169.500,Rp184.500,D,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp150.000.,,Subtotal = Rp150.000. PPN = Rp0. Biaya layanan = Rp4.500. Ongkir = Rp15.000. Total = Rp169.500.,R1/R2
M1B-PRE-MD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRETEST,I1,1,Mudah,PG,Harga barang Rp200.000 dan ongkir Rp18.000. Total bayar adalah ....,Rp218.000,Rp200.000,Rp208.000,Rp236.000,Rp174.400,A,,,,Total bayar = Rp200.000 + Rp0 + Rp18.000 = Rp218.000.,R2
M1B-PRE-MD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRETEST,I1,1,Mudah,PG,"Harga barang Rp150.000 mendapat voucher Rp30.000. Setelah voucher, dikenakan biaya layanan 5%. Total bayar adalah ....",Rp156.000,Rp131.000,Rp120.000,Rp132.000,Rp126.000,E,,,,Subtotal = Rp120.000. Biaya layanan = Rp6.000. Total = Rp126.000.,R1/R2
M1B-POST-SD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",POSTTEST,I1,2,Sedang,PG,"Harga barang Rp150.000. Setelah itu dikenakan biaya layanan 1,5%. Total bayar adalah ....",Rp2.250,Rp150.000,Rp157.250,Rp152.250,Rp154.500,D,,,,Subtotal = Rp150.000. Biaya layanan = Rp2.250. Total bayar = Rp152.250.,R1/R2
M1B-POST-SD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",POSTTEST,I1,2,Sedang,PG,"Harga barang Rp120.000 dikenakan biaya layanan 2,5% dan ongkir Rp12.000. Total bayar adalah ....",Rp123.000,Rp132.000,Rp147.000,Rp150.000,Rp135.000,E,,,,Total = Rp120.000 + Rp3.000 + Rp12.000 = Rp135.000.,R1/R2
M1B-F09-SD-V01,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,2,Sedang,PG,Harga sebuah tas Rp200.000 dikenakan PPN 11% dan ongkir Rp15.000. Total yang harus dibayar adalah ....,Rp237.000,Rp215.000,Rp242.000,Rp222.000,Rp259.000,A,"Hitung PPN terlebih dahulu, lalu tambahkan ongkir.",PPN = 11% × Rp200.000.,,PPN = Rp22.000. Total = Rp200.000 + Rp22.000 + Rp15.000 = Rp237.000.,R2
M1B-F09-SD-V02,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I1,2,Sedang,PG,"Harga barang Rp120.000 dikenakan biaya layanan 2,5% dan ongkir Rp12.000. Total bayar adalah ....",Rp123.000,Rp132.000,Rp135.000,Rp150.000,Rp147.000,C,Hitung biaya layanan dari harga barang.,"2,5% × Rp120.000 = Rp3.000.",,Total = Rp120.000 + Rp3.000 + Rp12.000 = Rp135.000.,R1/R2
M1B-F09-SD-V03,M1B,"PPN, Biaya Layanan, dan Ongkir",PRACTICE,I2,2,Sedang,PG,Harga sebuah jaket Rp250.000 dikenakan PPN 11%. Total setelah PPN adalah ....,Rp262.500,Rp277.500,Rp252.750,Rp281.000,Rp250.000,B,PPN 11% dihitung dari Rp250.000.,Tambahkan PPN ke harga barang.,,PPN = Rp27.500. Total = Rp277.500.,R1
